,Airport,City,Country,Code
4498,Southeast Iowa Regional Airport,Burlington,United States,BRL
4499,Jack Mc Namara Field Airport,Crescent City,United States,CEC
4500,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI
4501,Chippewa County International Airport,Sault Ste Marie,United States,CIU
4502,North Central West Virginia Airport,Clarksburg,United States,CKB
4503,William R Fairchild International Airport,Port Angeles,United States,CLM
4504,Houghton County Memorial Airport,Hancock,United States,CMX
4505,Dodge City Regional Airport,Dodge City,United States,DDC
4506,DuBois Regional Airport,Du Bois,United States,DUJ
4507,Chippewa Valley Regional Airport,Eau Claire,United States,EAU
4508,Elko Regional Airport,Elko,United States,EKO
4509,New Bedford Regional Airport,New Bedford,United States,EWB
4510,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY
4511,Wokal Field Glasgow International Airport,Glasgow,United States,GGW
4512,Central Nebraska Regional Airport,Grand Island,United States,GRI
4513,Memorial Field,Hot Springs,United States,HOT
4514,Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS
4515,Kili Airport,Kili Island,Marshall Islands,KIO
4516,Kirksville Regional Airport,Kirksville,United States,IRK
4517,Jamestown Regional Airport,Jamestown,United States,JMS
4518,Laramie Regional Airport,Laramie,United States,LAR
4519,Arnold Palmer Regional Airport,Latrobe,United States,LBE
4520,North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF
4521,Lebanon Municipal Airport,Lebanon,United States,LEB
4522,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,LMT
4523,Lancaster Airport,Lancaster,United States,LNS
4524,Lewistown Municipal Airport,Lewistown,United States,LWT
4525,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH
4526,Muskegon County Airport,Muskegon,United States,MKG
4527,Frank Wiley Field,Miles City,United States,MLS
4528,Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL
4529,Southwest Oregon Regional Airport,North Bend,United States,OTH
4530,Owensboro Daviess County Airport,Owensboro,United States,OWB
4531,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB
4532,Pocatello Regional Airport,Pocatello,United States,PIH
4533,Pierre Regional Airport,Pierre,United States,PIR
4534,Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN
4535,Portsmouth International at Pease Airport,Portsmouth,United States,PSM
4536,Reading Regional Carl A Spaatz Field,Reading,United States,RDG
4537,Rhinelander Oneida County Airport,Rhinelander,United States,RHI
4538,Southwest Wyoming Regional Airport,Rock Springs,United States,RKS
4539,Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT
4540,San Luis County Regional Airport,San Luis Obispo,United States,SBP
4541,Sheridan County Airport,Sheridan,United States,SHR
4542,Adirondack Regional Airport,Saranac Lake,United States,SLK
4543,Salina Municipal Airport,Salina,United States,SLN
4544,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX
4545,Tupelo Regional Airport,Tupelo,United States,TUP
4546,Quincy Regional Baldwin Field,Quincy,United States,UIN
4547,Victoria Regional Airport,Victoria,United States,VCT
4548,Valdosta Regional Airport,Valdosta,United States,VLD
4549,Worland Municipal Airport,Worland,United States,WRL
4550,Kiwayu (Mkononi) Airport,Kiwayu,Kenya,KWY
4551,Yakima Air Terminal McAllister Field,Yakima,United States,YKM
4552,Ercan International Airport,Nicosia,Cyprus,ECN
4553,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL
4554,Île d'Yeu Airport,Île d'Yeu,France,IDY
4555,Angers-Loire Airport,Angers/Marcé,France,ANE
4556,La Môle Airport,La Môle,France,LTT
4557,Syros Airport,Syros Island,Greece,JSY
4558,Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV
4560,Sármellék International Airport,Sármellék,Hungary,SOB
4561,Aosta Airport,Aosta,Italy,AOT
4562,Salerno Costa d'Amalfi Airport,Salerno,Italy,QSR
4563,Corvo Airport,Corvo,Portugal,CVU
4564,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX
4565,Uşak Airport,Usak,Turkey,USQ
4566,Kars Airport,Kars,Turkey,KSY
4567,Şanlıurfa Airport,Sanliurfa,Turkey,SFQ
4568,Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM
4569,Ağrı Airport,Agri,Turkey,AJI
4570,Adıyaman Airport,Adiyaman,Turkey,ADF
4571,Süleyman Demirel International Airport,Isparta,Turkey,ISE
4572,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO
4573,Samsun Çarşamba Airport,Samsun,Turkey,SZF
4574,Misratah Airport,Misratah,Libya,MRA
4575,Ubari Airport,Ubari,Libya,QUB
4576,Žilina Airport,Žilina,Slovakia,ILZ
4577,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT
4578,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS
4579,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX
4580,Samaná El Catey International Airport,Samana,Dominican Republic,AZS
4581,La Isabela International Airport,La Isabela,Dominican Republic,JBQ
4582,Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR
4583,Quezaltenango Airport,Quezaltenango,Guatemala,AAZ
4584,Utirik Airport,Utirik Island,Marshall Islands,UTK
4585,Ailuk Airport,Ailuk Island,Marshall Islands,AIM
4586,Aur Island Airport,Aur Atoll,Marshall Islands,AUL
4587,Enyu Airfield,Bikini Atoll,Marshall Islands,BII
4588,Jabot Airport,Ailinglapalap Atoll,Marshall Islands,JAT
4589,Jeh Airport,Ailinglapalap Atoll,Marshall Islands,JEJ
4590,Kaben Airport,Kaben,Marshall Islands,KBT
4591,Likiep Airport,Likiep Island,Marshall Islands,LIK
4592,Maloelap Island Airport,Maloelap Island,Marshall Islands,MAV
4593,Mejit Atoll Airport,Mejit Atoll,Marshall Islands,MJB
4594,Majkin Airport,Majkin,Marshall Islands,MJE
4595,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,NDK
4596,Rongelap Island Airport,Rongelap Island,Marshall Islands,RNP
4597,Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands,UIT
4598,Woja Airport,Majuro Atoll,Marshall Islands,WJA
4599,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,WTE
4600,Wotho Island Airport,Wotho Island,Marshall Islands,WTO
4601,Ahuas Airport,Ahuas,Honduras,AHS
4602,Puerto Lempira Airport,Puerto Lempira,Honduras,PEU
4603,Mili Island Airport,Mili Island,Marshall Islands,MIJ
4604,Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW
4605,Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA
4606,Guerrero Negro Airport,Guerrero Negro,Mexico,GUB
4607,El Lencero Airport,Jalapa,Mexico,JAL
4608,Alonso Valderrama Airport,Chitré,Panama,CTD
4609,Enrique Adolfo Jimenez Airport,Colón,Panama,ONX
4610,Jaqué Airport,Jaqué,Panama,JQE
4611,Captain Ramon Xatruch Airport,La Palma,Panama,PLP
4612,Aerotortuguero Airport,Roxana,Costa Rica,TTQ
4613,Barra del Colorado Airport,Pococi,Costa Rica,BCL
4615,Islita Airport,Nandayure,Costa Rica,PBP
4616,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM
4617,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ
4619,Jérémie Airport,Jeremie,Haiti,JEE
4620,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX
4622,Alberto Delgado Airport,Trinidad,Cuba,TND
4623,Salina Cruz Naval Air Station,Salina Cruz,Mexico,SCX
4624,Long Banga Airport,Long Banga,Malaysia,LBP
4625,Congo Town Airport,Andros,Bahamas,COX
4626,Arthur's Town Airport,Arthur's Town,Bahamas,ATC
4627,New Bight Airport,Cat Island,Bahamas,TBI
4628,Colonel Hill Airport,Colonel Hill,Bahamas,CRI
4629,Nassau Paradise Island Airport,Nassau,Bahamas,PID
4630,Enua Airport,Atiu Island,Cook Islands,AIU
4631,Mangaia Island Airport,Mangaia Island,Cook Islands,MGS
4632,Manihiki Island Airport,Manihiki Island,Cook Islands,MHX
4633,Mauke Airport,Mauke Island,Cook Islands,MUK
4634,Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI
4635,Tongareva Airport,Penrhyn Island,Cook Islands,PYE
4636,Cicia Airport,Cicia,Fiji,ICI
4637,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF
4638,Vunisea Airport,Vunisea,Fiji,KDV
4639,Mana Island Airport,Mana Island,Fiji,MNF
4640,Moala Airport,Moala,Fiji,MFJ
4641,Ngau Airport,Ngau,Fiji,NGI
4642,Lakeba Island Airport,Lakeba Island,Fiji,LKB
4643,Labasa Airport,Lambasa,Fiji,LBS
4644,Matei Airport,Matei,Fiji,TVU
4645,Koro Island Airport,Koro Island,Fiji,KXF
4646,Rotuma Airport,Rotuma,Fiji,RTA
4647,Savusavu Airport,Savusavu,Fiji,SVU
4648,Kaufana Airport,Eua Island,Tonga,EUA
4649,Lifuka Island Airport,Lifuka,Tonga,HPA
4650,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO
4651,Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT
4652,Vanua Balavu Airport,Vanua Balavu,Fiji,VBV
4653,Niue International Airport,Alofi,Niue,IUE
4654,Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT
4655,Mountain Airport,Mountain,Nepal,MWP
4656,Maota Airport,Savaii Island,Samoa,MXS
4657,Apataki Airport,Apataki,French Polynesia,APK
4658,Ahe Airport,Ahe,French Polynesia,AHE
4659,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ
4660,Ua Pou Airport,Ua Pou,French Polynesia,UAP
4661,Ua Huka Airport,Ua Huka,French Polynesia,UAH
4662,Mota Lava Airport,Ablow,Vanuatu,MTV
4663,Sola Airport,Sola,Vanuatu,SLH
4664,Torres Airstrip,Loh/Linua,Vanuatu,TOH
4665,Siwo Airport,Sangafa,Vanuatu,EAE
4666,Craig Cove Airport,Craig Cove,Vanuatu,CCV
4667,Longana Airport,Longana,Vanuatu,LOD
4668,Sara Airport,Pentecost Island,Vanuatu,SSR
4669,Tavie Airport,Paama Island,Vanuatu,PBJ
4670,Lamap Airport,Lamap,Vanuatu,LPM
4671,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB
4672,Maewo-Naone Airport,Maewo Island,Vanuatu,MWF
4673,Lonorore Airport,Lonorore,Vanuatu,LNE
4674,Norsup Airport,Norsup,Vanuatu,NUS
4675,Gaua Island Airport,Gaua Island,Vanuatu,ZGU
4676,Redcliffe Airport,Redcliffe,Vanuatu,RCL
4677,Santo Pekoa International Airport,Santo,Vanuatu,SON
4678,Tongoa Airport,Tongoa Island,Vanuatu,TGH
4679,Uléi Airport,Ambryn Island,Vanuatu,ULB
4680,Valesdir Airport,Valesdir,Vanuatu,VLS
4681,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ
4682,North West Santo Airport,Olpoi,Vanuatu,OLJ
4683,Aneityum Airport,Anelghowhat,Vanuatu,AUY
4684,Aniwa Airport,Aniwa,Vanuatu,AWD
4685,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY
4686,Futuna Airport,Futuna Island,Vanuatu,FTA
4687,Ipota Airport,Ipota,Vanuatu,IPA
4688,Tiga Airport,Tiga,New Caledonia,TGJ
4689,Île Art - Waala Airport,Waala,New Caledonia,BMY
4690,Île des Pins Airport,Île des Pins,New Caledonia,ILP
4691,Fayzabad Airport,Faizabad,Afghanistan,FBD
4693,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF
4694,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE
4695,Khoram Abad Airport,Khorram Abad,Iran,KHD
4696,Bam Airport,Bam,Iran,BXR
4697,Rafsanjan Airport,Rafsanjan,Iran,RJN
4698,Bojnord Airport,Bojnourd,Iran,BJB
4699,Sabzevar National Airport,Sabzevar,Iran,AFZ
4700,Noshahr Airport,Noshahr,Iran,NSH
4701,Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY
4702,Lar Airport,Lar,Iran,LRR
4703,Ardabil Airport,Ardabil,Iran,ADU
4704,Urmia Airport,Uromiyeh,Iran,OMH
4705,Al Ain International Airport,Al Ain,United Arab Emirates,AAN
4706,Bannu Airport,Bannu,Pakistan,BNP
4707,Bahawalpur Airport,Bahawalpur,Pakistan,BHV
4708,Chitral Airport,Chitral,Pakistan,CJL
4709,Dalbandin Airport,Dalbandin,Pakistan,DBA
4710,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA
4711,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK
4712,Jiwani Airport,Jiwani,Pakistan,JIW
4713,Hyderabad Airport,Hyderabad,Pakistan,HDD
4714,Khuzdar Airport,Khuzdar,Pakistan,KDD
4715,Ormara Airport,Ormara Raik,Pakistan,ORW
4716,Parachinar Airport,Parachinar,Pakistan,PAJ
4717,Skardu Airport,Skardu,Pakistan,KDU
4718,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW
4719,Turbat International Airport,Turbat,Pakistan,TUK
4720,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU
4721,Kamishly Airport,Kamishly,Syria,KAC
4722,Sayun International Airport,Sayun Intl,Yemen,GXF
4723,Bahia Piña Airport,Bahia Piña,Panama,BFQ
4724,EL Real Airport,El Real,Panama,ELE
4725,Contadora Airport,Contadora Island,Panama,OTD
4726,Sambu Airport,Boca de Sábalo,Panama,SAX
4727,Adak Airport,Adak Island,United States,ADK
4728,Gustavus Airport,Gustavus,United States,GST
4729,Skagway Airport,Skagway,United States,SGY
4730,Holy Cross Airport,Holy Cross,United States,HCR
4731,Haines Airport,Haines,United States,HNS
4732,Kalskag Airport,Kalskag,United States,KLG
4733,McGrath Airport,Mcgrath,United States,MCG
4734,Mountain Village Airport,Mountain Village,United States,MOU
4735,Aniak Airport,Aniak,United States,ANI
4736,Chevak Airport,Chevak,United States,VAK
4737,Wrangell Airport,Wrangell,United States,WRG
4738,Tadji Airport,Aitape,Papua New Guinea,ATP
4739,Gasmata Island Airport,Gasmata Island,Papua New Guinea,GMI
4740,Ihu Airport,Ihu,Papua New Guinea,IHU
4741,Nissan Island Airport,Nissan Island,Papua New Guinea,IIS
4742,Jacquinot Bay Airport,Jacquinot Bay,Papua New Guinea,JAQ
4743,Kandrian Airport,Kandrian,Papua New Guinea,KDR
4744,Kokoda Airport,Kokoda,Papua New Guinea,KKD
4745,Kamusi Airport,Kamusi,Papua New Guinea,KUY
4746,Lake Murray Airport,Lake Murray,Papua New Guinea,LMY
4747,Londolovit Airport,Londolovit,Papua New Guinea,LNV
4748,Losuia Airport,Losuia,Papua New Guinea,LSA
4749,Obo Airport,Obo,Papua New Guinea,OBX
4750,Balimo Airport,Balimo,Papua New Guinea,OPU
4751,Suki Airport,Suki,Papua New Guinea,SKC
4752,Tufi Airport,Tufi,Papua New Guinea,TFI
4753,Nuku Airport,Nuku,Papua New Guinea,UKU
4754,Baimuru Airport,Baimuru,Papua New Guinea,VMU
4755,Wipim Airport,Wipim,Papua New Guinea,WPM
4756,El Nido Airport,El Nido,Philippines,ENI
4757,Kalaupapa Airport,Molokai,United States,LUP
4758,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT
4759,Matsu Nangan Airport,Matsu Islands,Taiwan,LZN
4760,Hengchun Airport,Hengchun,Taiwan,HCN
4761,Matsu Beigan Airport,Matsu Islands,Taiwan,MFK
4762,Kushiro Airport,Kushiro,Japan,KUH
4763,Okadama Airport,Sapporo,Japan,OKD
4764,Saga Airport,Saga,Japan,HSG
4765,Nagoya Airport,Nagoya,Japan,NKM
4766,Iwami Airport,Iwami,Japan,IWJ
4767,Fukushima Airport,Fukushima,Japan,FKS
4768,Odate Noshiro Airport,Odate Noshiro,Japan,ONJ
4769,Shonai Airport,Shonai,Japan,SYO
4770,Miyakejima Airport,Miyakejima,Japan,MYE
4771,Kunsan Air Base,Kunsan,South Korea,KUV
4772,Mokpo Heliport,Mokpo,South Korea,MPK
4773,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,WJU
4774,Yangyang International Airport,Sokcho / Gangneung,South Korea,YNY
4775,Sacheon Air Base/Airport,Sacheon,South Korea,HIN
4776,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,CJJ
4777,Subic Bay International Airport,Olongapo City,Philippines,SFS
4778,Cuyo Airport,Cuyo,Philippines,CYU
4780,Camiguin Airport,Camiguin,Philippines,CGM
4781,Jolo Airport,Jolo,Philippines,JOL
4782,Sanga Sanga Airport,Sanga Sanga,Philippines,TWT
4783,Surigao Airport,Sangley Point,Philippines,SUG
4784,Tandag Airport,Tandag,Philippines,TDG
4785,Naga Airport,Naga,Philippines,WNP
4786,Basco Airport,Basco,Philippines,BSO
4787,San Fernando Airport,San Fernando,Philippines,SFE
4788,Tuguegarao Airport,Tuguegarao,Philippines,TUG
4789,Virac Airport,Virac,Philippines,VRC
4790,Calbayog Airport,Calbayog City,Philippines,CYP
4791,Catarman National Airport,Catarman,Philippines,CRM
4792,Moises R. Espinosa Airport,Masbate,Philippines,MBT
4793,Roxas Airport,Roxas City,Philippines,RXS
4794,General Enrique Mosconi Airport,Tartagal,Argentina,TTG
4795,Las Heras Airport,Las Heras,Argentina,LHS
4796,Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,OES
4797,Lago Argentino Airport,El Calafate,Argentina,ING
4798,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS
4799,Santa Teresita Airport,Santa Teresita,Argentina,SST
4800,Necochea Airport,Necochea,Argentina,NEC
4801,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO
4802,Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC
4803,Macaé Airport,Macaé,Brazil,MEA
4804,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,MII
4805,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC
4806,Santa Maria Airport,Santa Maria,Brazil,RIA
4807,Toledo Airport,Toledo,Brazil,TOW
4808,Ricardo García Posada Airport,El Salvador,Chile,ESR
4809,Pucón Airport,Pucon,Chile,ZPC
4810,Sorocaba Airport,Sorocaba,Brazil,SOD
4811,San Cristóbal Airport,San Cristóbal,Ecuador,SCY
4812,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH
4813,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM
4814,Port Stanley Airport,Stanley,Falkland Islands,PSY
4815,Santa Ana Airport,Cartago,Colombia,CRC
4817,Caucaya Airport,Puerto Leguízamo,Colombia,LQM
4818,La Pedrera Airport,La Pedrera,Colombia,LPD
4819,Reyes Murillo Airport,Nuquí,Colombia,NQU
4820,Obando Airport,Puerto Inírida,Colombia,PDA
4821,El Yopal Airport,Yopal,Colombia,EYP
4822,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA
4823,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR
4824,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB
4825,Reyes Airport,Reyes,Bolivia,REY
4826,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ
4827,Zorg en Hoop Airport,Paramaribo,Suriname,ORG
4828,Mucuri Airport,Mucuri,Brazil,MVS
4829,Boorama Airport,Boorama,Somalia,BXX
4830,Gatokae Airport,Gatokae,Solomon Islands,GTA
4832,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA
4833,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU
4834,Maria Reiche Neuman Airport,Nazca,Peru,NZC
4835,Santa Rosa Airport,Santa Rosa,Brazil,SRA
4837,Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC
4838,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG
4839,Ji-Paraná Airport,Ji-Paraná,Brazil,JPR
4840,Codrington Airport,Codrington,Antigua and Barbuda,BBQ
4841,La Désirade Airport,Grande Anse,Guadeloupe,DSD
4842,Baillif Airport,Basse Terre,Guadeloupe,BBR
4843,St-François Airport,St-François,Guadeloupe,SFC
4844,Les Bases Airport,Grand Bourg,Guadeloupe,GBJ
4845,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV
4846,Virgin Gorda Airport,Spanish Town,British Virgin Islands,VIJ
4847,J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU
4848,Union Island International Airport,Union Island,Saint Vincent and the Grenadines,UNI
4849,Kokshetau Airport,Kokshetau,Kazakhstan,KOV
4850,Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK
4851,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN
4852,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK
4853,Kostanay West Airport,Kostanay,Kazakhstan,KSN
4854,Ganja Airport,Ganja,Azerbaijan,KVD
4855,Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ
4856,Chulman Airport,Neryungri,Russia,NER
4857,Polyarny Airport,Yakutia,Russia,PYJ
4858,Chokurdakh Airport,Chokurdah,Russia,CKH
4859,Cherskiy Airport,Cherskiy,Russia,CYX
4860,Tiksi Airport,Tiksi,Russia,IKS
4861,Moyo Airport,Moyo,Uganda,OYG
4862,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,KXK
4863,Ugolny Airport,Anadyr,Russia,DYR
4864,Okhotsk Airport,Okhotsk,Russia,OHO
4865,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,UJE
4866,Mariupol International Airport,Mariupol International,Ukraine,MPW
4867,Luhansk International Airport,Lugansk,Ukraine,VSG
4868,Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH
4869,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,KWG
4870,Kharkiv International Airport,Kharkov,Ukraine,HRK
4871,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,IFO
4872,Chernivtsi International Airport,Chernovtsk,Ukraine,CWC
4873,Rivne International Airport,Rivne,Ukraine,RWN
4874,Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ
4875,Solovki Airport,Solovetsky Islands,Russia,CSH
4876,Cherepovets Airport,Cherepovets,Russia,CEE
4877,Amderma Airport,Amderma,Russia,AMV
4878,Kotlas Airport,Kotlas,Russia,KSZ
4879,Petrozavodsk Airport,Petrozavodsk,Russia,PES
4880,Hrodna Airport,Hrodna,Belarus,GNA
4881,Mogilev Airport,Mogilev,Belarus,MVQ
4882,Yeniseysk Airport,Yeniseysk,Russia,EIE
4883,Kyzyl Airport,Kyzyl,Russia,KYZ
4884,Spichenkovo Airport,Novokuznetsk,Russia,NOZ
4885,Khatanga Airport,Khatanga,Russia,HTG
4886,Igarka Airport,Igarka,Russia,IAA
4888,Nalchik Airport,Nalchik,Russia,NAL
4889,Beslan Airport,Beslan,Russia,OGZ
4890,Elista Airport,Elista,Russia,ESL
4891,Aleknagik / New Airport,Aleknagik,United States,WKK
4892,Brookings Regional Airport,Brookings,United States,BKX
4893,Mercer County Airport,Bluefield,United States,BLF
4894,Kearney Municipal Airport,Kearney,United States,EAR
4895,Mid Delta Regional Airport,Greenville,United States,GLH
4896,Laughlin-Bullhead Intl,Bullhead,United States,IFP
4897,Kingman Airport,Kingman,United States,IGM
4898,Tri Cities Airport,Pasco,United States,PSC
4899,Akutan Seaplane Base,Akutan,United States,KQA
4900,Grant County Airport,Silver City,United States,SVC
4901,Lopez Island Airport,Lopez,United States,LPS
4902,Salekhard Airport,Salekhard,Russia,SLY
4903,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,HMA
4904,Nyagan Airport,Nyagan,Russia,NYA
4905,Sovetskiy Airport,Sovetskiy,Russia,OVS
4906,Izhevsk Airport,Izhevsk,Russia,IJK
4907,Pobedilovo Airport,Kirov,Russia,KVX
4908,Nadym Airport,Nadym,Russia,NYM
4909,Raduzhny Airport,Raduzhnyi,Russia,RAT
4910,Nefteyugansk Airport,Nefteyugansk,Russia,NFG
4911,Kurgan Airport,Kurgan,Russia,KRO
