,Airport,City,Country,Code
3991,Kalymnos Airport,Kalymnos,Greece,JKL
3992,Milos Airport,Milos,Greece,MLO
3993,Naxos Airport,Cyclades Islands,Greece,JNX
3994,Paros National Airport,Paros,Greece,PAS
3995,Kastelorizo Airport,Kastelorizo,Greece,KZS
3996,Marsa Alam International Airport,Marsa Alam,Egypt,RMF
3997,Weeze Airport,Weeze,Germany,NRN
3998,Francisco B. Reyes Airport,Busuanga,Philippines,USU
3999,Bancasi Airport,Butuan,Philippines,BXU
4000,Dipolog Airport,Dipolog,Philippines,DPL
4001,Laoag International Airport,Laoag,Philippines,LAO
4002,Legazpi City International Airport,Legazpi,Philippines,LGP
4003,Labo Airport,Ozamis,Philippines,OZC
4004,Mactan Cebu International Airport,Cebu,Philippines,CEB
4005,Norden-Norddeich Airport,Norden,Germany,NOD
4006,Juist Airport,Juist,Germany,JUI
4007,Porto Seguro Airport,Porto Seguro,Brazil,BPS
4008,Gounda Airport,Gounda,Central African Republic,GDA
4010,Iguatu Airport,Iguatu,Brazil,QIG
4011,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW
4012,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,CLV
4013,Missoula International Airport,Missoula,United States,MSO
4014,Blackall Airport,Blackall,Australia,BKQ
4015,Bundaberg Airport,Bundaberg,Australia,BDB
4016,Grand Canyon National Park Airport,Grand Canyon,United States,GCN
4017,Sugar Land Regional Airport,Sugar Land,United States,SGR
4019,Centennial Airport,Denver,United States,APA
4020,Clovis Municipal Airport,Clovis,United States,CVN
4021,Fort Stockton Pecos County Airport,Fort Stockton,United States,FST
4022,Las Vegas Municipal Airport,Las Vegas,United States,LVS
4023,West Houston Airport,Houston,United States,IWS
4025,Las Cruces International Airport,Las Cruces,United States,LRU
4026,Stephens County Airport,Breckenridge,United States,BKD
4027,Draughon Miller Central Texas Regional Airport,Temple,United States,TPL
4028,Ozona Municipal Airport,Ozona,United States,OZA
4030,Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,KDM
4031,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,LAK
4032,Déline Airport,Deline,Canada,YWJ
4033,Tulita Airport,Tulita,Canada,ZFN
4034,Fort Good Hope Airport,Fort Good Hope,Canada,YGH
4037,Tanna Airport,Tanna,Vanuatu,TAH
4038,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,YPC
4040,El Trompillo Airport,Santa Cruz,Bolivia,SRZ
4041,Kulusuk,Kulusuk,Greenland,KUS
4042,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,SAB
4043,Eagle County Regional Airport,Vail,United States,EGE
4045,Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN
4046,Cuyahoga County Airport,Richmond Heights,United States,CGF
4047,Mansfield Lahm Regional Airport,Mansfield,United States,MFD
4048,Columbus Metropolitan Airport,Columbus,United States,CSG
4049,Lawton Fort Sill Regional Airport,Lawton,United States,LAW
4050,Northern Colorado Regional Airport,Fort Collins,United States,FNL
4051,Flagstaff Pulliam Airport,Flagstaff,United States,FLG
4052,Lake Tahoe Airport,South Lake Tahoe,United States,TVL
4053,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,TWF
4054,Monaco,Monaco,Monaco,MCM
4055,Martha's Vineyard Airport,Vineyard Haven MA,United States,MVY
4056,Newport State,Newport RI,United States,UUU
4057,Hartness State,Springfield VT,United States,VSF
4058,Concord Municipal Airport,Concord NH,United States,CON
4059,Sanford Regional,Sanford ME,United States,SFM
4060,Groton New London Airport,Groton CT,United States,GON
4061,St Cloud Regional Airport,Saint Cloud,United States,STC
4062,Qinhuangdao Beidaihe Airport,Bagan,Burma,BPE
4063,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR
4064,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,GOJ
4065,Bowerman Airport,Hoquiam,United States,HQM
4066,Erie International Tom Ridge Field,Erie,United States,ERI
4068,Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA
4069,San Pedro Airport,San Pedro,Belize,SPR
4070,Sedona Airport,Sedona,United States,SDX
4074,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW
4075,Yeager Airport,Charleston,United States,CRW
4076,Wilkes Barre Scranton International Airport,Scranton,United States,AVP
4077,Bemidji Regional Airport,Bemidji,United States,BJI
4078,Heydar Aliyev,Baku,Azerbaijan,BAK
4079,Thangool Airport,Biloela,Australia,THG
4080,Fagali'i Airport,Apia,Samoa,FGI
4081,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK
4082,Hector International Airport,Fargo,United States,FAR
4083,Charles B. Wheeler Downtown Airport,Kansas City,United States,MKC
4084,Ratanakiri Airport,Ratanakiri,Cambodia,RBE
4085,Gillette Campbell County Airport,Gillette,United States,GCC
4086,Bogashevo Airport,Tomsk,Russia,TOF
4087,El Toro Marine Corps Air Station,Santa Ana,United States,NZJ
4088,Phetchabun Airport,Phetchabun,Thailand,PHY
4089,Chumphon Airport,Chumphon,Thailand,CJM
4090,Jiuzhai Huanglong Airport,Jiuzhaigou,China,JZH
4091,Jieyang Chaoshan International Airport,Shantou,China,SWA
4093,Cheddi Jagan International Airport,Georgetown,Guyana,GEO
4094,Guarani International Airport,Ciudad del Este,Paraguay,AGT
4095,Eugene F. Correira International Airport,Georgetown,Guyana,OGL
4096,Kaieteur International Airport,Kaieteur,Guyana,KAI
4097,Dunhuang Airport,Dunhuang,China,DNH
4098,Ancona Falconara Airport,Ancona,Italy,AOI
4101,Taba International Airport,Taba,Egypt,TCP
4102,Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB
4103,Milas Bodrum International Airport,Bodrum,Turkey,BJV
4104,Tabarka 7 Novembre Airport,Tabarka,Tunisia,TBJ
4105,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW
4106,University Park Airport,State College Pennsylvania,United States,SCE
4107,Broome International Airport,Broome,Australia,BME
4108,Newcastle Airport,Newcastle,Australia,NTL
4110,Klagenfurt Airport,Klagenfurt,Austria,KLU
4111,General Manuel Carlos Piar,Ciudad Guayana,Venezuela,CGU
4113,Hammerfest Airport,Hammerfest,Norway,HFT
4114,Valan Airport,Honningsvag,Norway,HVG
4115,Mehamn Airport,Mehamn,Norway,MEH
4116,Vadsø Airport,Vadsø,Norway,VDS
4118,Imam Khomeini International Airport,Tehran,Iran,IKA
4119,Mashhad International Airport,Mashhad,Iran,MHD
4121,Ust-Ilimsk Airport,Ust Ilimsk,Russia,UIK
4123,Key Field,Meridian,United States,MEI
4124,Abraham Lincoln Capital Airport,Springfield,United States,SPI
4125,Uzundzhovo,Haskovo,Bulgaria,HKV
4126,Cortez Municipal Airport,Cortez,United States,CEZ
4127,Yampa Valley Airport,Hayden,United States,HDN
4128,Gallup Municipal Airport,Gallup,United States,GUP
4129,Liberal Mid-America Regional Airport,Liberal,United States,LBL
4130,Lamar Municipal Airport,Lamar,United States,LAA
4131,Renner Field-Goodland Municipal Airport,Goodland,United States,GLD
4132,Yellowstone Regional Airport,Cody,United States,COD
4133,"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,HOV
4135,St. Mary's Airport,ST MARY\'S,United Kingdom,ISC
4136,Springfield Branson National Airport,Springfield,United States,SGF
4137,Narvik Framnes Airport,Narvik,Norway,NVK
4138,Berlevåg Airport,Berlevag,Norway,BVG
4139,"Oslo, Fornebu Airport",Oslo,Norway,FBU
4140,Norilsk-Alykel Airport,Norilsk,Russia,NSK
4141,Anapa Vityazevo Airport,Anapa,Russia,AAQ
4142,Joplin Regional Airport,Joplin,United States,JLN
4143,Lehigh Valley International Airport,Allentown,United States,ABE
4144,Northwest Arkansas Regional Airport,Bentonville,United States,XNA
4145,Atyrau Airport,Atyrau,Kazakhstan,GUW
4146,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,KZO
4147,South Bend Regional Airport,South Bend,United States,SBN
4148,Bykovo Airport,Moscow,Russia,BKA
4150,Talagi Airport,Arkhangelsk,Russia,ARH
4151,Saratov Central Airport,Saratov,Russia,RTW
4152,Novy Urengoy Airport,Novy Urengoy,Russia,NUX
4153,Noyabrsk Airport,Noyabrsk,Russia,NOJ
4154,Aktau Airport,Aktau,Kazakhstan,SCO
4155,Ukhta Airport,Ukhta,Russia,UCT
4156,Usinsk Airport,Usinsk,Russia,USK
4157,Pechora Airport,Pechora,Russia,PEX
4158,Naryan Mar Airport,Naryan-Mar,Russia,NNM
4159,Pskov Airport,Pskov,Russia,PKV
4160,Kogalym International Airport,Kogalym,Russia,KGP
4161,Yemelyanovo Airport,Krasnoyarsk,Russia,KJA
4162,Sary-Arka Airport,Karaganda,Kazakhstan,KGF
4164,Uray Airport,Uraj,Russia,URJ
4166,Ivanovo South Airport,Ivanovo,Russia,IWA
4167,Longjia Airport,Changchun,China,CGQ
4168,Niigata Airport,Niigata,Japan,KIJ
4169,Johnston Atoll Airport,Johnston Island,Johnston Atoll,JON
4170,Smith Field,Fort Wayne IN,United States,SMD
4171,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,ACV
4172,Camp Mabry Austin City,Austin TX,United States,ATT
4173,Albert J Ellis Airport,Jacksonville NC,United States,OAJ
4174,Tuscaloosa Regional Airport,Tuscaloosa AL,United States,TCL
4175,Dubuque Regional Airport,Dubuque IA,United States,DBQ
4176,Forde Bringeland,Forde,Norway,FDE
4177,Shun Tak Heliport,Hong Kong,Hong Kong,HHP
4178,Uru Harbour Airport,Atoifi,Solomon Islands,ATD
4179,Gwaunaru'u Airport,Auki,Solomon Islands,AKS
4180,Ballalae Airport,Ballalae,Solomon Islands,BAS
4181,Fera/Maringe Airport,Fera Island,Solomon Islands,FRE
4182,Babanakira Airport,Mbambanakira,Solomon Islands,MBU
4183,Ngorangora Airport,Kirakira,Solomon Islands,IRA
4184,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ
4185,Munda Airport,Munda,Solomon Islands,MUA
4186,Nusatupe Airport,Gizo,Solomon Islands,GZO
4187,Mono Airport,Stirling Island,Solomon Islands,MNY
4188,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,RNL
4189,Marau Airport,Marau,Solomon Islands,RUS
4190,Suavanao Airport,Suavanao,Solomon Islands,VAO
4191,Kaghau Airport,Kagau Island,Solomon Islands,KGE
4192,Ramata Airport,Ramata,Solomon Islands,RBV
4193,Buka Airport,Buka Island,Papua New Guinea,BUA
4194,Chimbu Airport,Kundiawa,Papua New Guinea,CMU
4195,Daru Airport,Daru,Papua New Guinea,DAU
4196,Gurney Airport,Gurney,Papua New Guinea,GUR
4197,Girua Airport,Girua,Papua New Guinea,PNP
4198,Kimbe Airport,Hoskins,Papua New Guinea,HKN
4199,Kiunga Airport,Kiunga,Papua New Guinea,UNG
4200,Kikori Airport,Kikori,Papua New Guinea,KRI
4201,Kerema Airport,Kerema,Papua New Guinea,KMA
4202,Kavieng Airport,Kavieng,Papua New Guinea,KVG
4203,Mendi Airport,Mendi,Papua New Guinea,MDU
4204,Momote Airport,Momote,Papua New Guinea,MAS
4205,Moro Airport,Moro,Papua New Guinea,MXH
4206,Misima Island Airport,Misima Island,Papua New Guinea,MIS
4207,Tari Airport,Tari,Papua New Guinea,TIZ
4208,Tabubil Airport,Tabubil,Papua New Guinea,TBG
4209,Tokua Airport,Tokua,Papua New Guinea,RAB
4210,Vanimo Airport,Vanimo,Papua New Guinea,VAI
4211,Wapenamanda Airport,Wapenamanda,Papua New Guinea,WBM
4212,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,LLU
4213,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,CNP
4214,Paamiut Heliport,Paamiut,Greenland,JFR
4215,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,JGO
4216,Qaqortoq Heliport,Qaqortoq,Greenland,JJU
4217,Maniitsoq Airport,Maniitsoq,Greenland,JSU
4218,Nanortalik Heliport,Nanortalik,Greenland,JNN
4219,Narsaq Heliport,Narsaq,Greenland,JNS
4220,Qaanaaq Airport,Qaanaaq,Greenland,NAQ
4221,Sisimiut Airport,Sisimiut,Greenland,JHS
4222,Upernavik Airport,Upernavik,Greenland,JUV
4223,Qaarsut Airport,Uummannaq,Greenland,JQA
4224,Grímsey Airport,Grímsey,Iceland,GRY
4225,Thorshofn Airport,Thorshofn,Iceland,THO
4226,Vopnafjörður Airport,Vopnafjörður,Iceland,VPN
4227,Caye Caulker Airport,Caye Caulker,Belize,CUK
4228,Punta Gorda Airport,Punta Gorda,Belize,PND
4229,Whistler/Green Lake Water Aerodrome,Whistler,Canada,YWS
4230,Anahim Lake Airport,Anahim Lake,Canada,YAA
4231,Williams Harbour Airport,Williams Harbour,Canada,YWM
4232,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,YFX
4233,Port Hope Simpson Airport,Port Hope Simpson,Canada,YHA
4234,Rigolet Airport,Rigolet,Canada,YRG
4235,Colville Lake Airport,Colville Lake,Canada,YCK
4236,Whatì Airport,Whatì,Canada,YLE
4237,Summer Beaver Airport,Summer Beaver,Canada,SUR
4238,Wapekeka Airport,Angling Lake,Canada,YAX
4239,Wunnumin Lake Airport,Wunnumin Lake,Canada,WNN
4240,North Spirit Lake Airport,North Spirit Lake,Canada,YNO
4241,Bearskin Lake Airport,Bearskin Lake,Canada,XBE
4242,Kingfisher Lake Airport,Kingfisher Lake,Canada,KIF
4243,Ogoki Post Airport,Ogoki Post,Canada,YOG
4244,Poplar Hill Airport,Poplar Hill,Canada,YHP
4245,Chisasibi Airport,Chisasibi,Canada,YKU
4246,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,ZTB
4247,La Tabatière Airport,La Tabatière,Canada,ZLT
4248,Nantong Airport,Nantong,China,NTG
4250,Tarapacá Airport,Tarapacá,Colombia,TCD
4251,Cat Lake Airport,Cat Lake,Canada,YAC
4252,Fort Frances Municipal Airport,Fort Frances,Canada,YAG
4253,Kasabonika Airport,Kasabonika,Canada,XKS
4254,Kangirsuk Airport,Kangirsuk,Canada,YKG
4255,Attawapiskat Airport,Attawapiskat,Canada,YAT
4257,Uranium City Airport,Uranium City,Canada,YBE
4258,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX
4259,Cartwright Airport,Cartwright,Canada,YRF
4260,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,YCS
4261,Nain Airport,Nain,Canada,YDP
4262,Fort Severn Airport,Fort Severn,Canada,YER
4263,Fort Albany Airport,Fort Albany,Canada,YFA
4264,Fort Hope Airport,Fort Hope,Canada,YFH
4265,Makkovik Airport,Makkovik,Canada,YMN
4266,Texada Gillies Bay Airport,Texada,Canada,YGB
4267,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,YGO
4268,Igloolik Airport,Igloolik,Canada,YGT
4269,Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW
4270,Gillam Airport,Gillam,Canada,YGX
4271,Grise Fiord Airport,Grise Fiord,Canada,YGZ
4272,Quaqtaq Airport,Quaqtaq,Canada,YQC
4273,Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH
4274,Nemiscau Airport,Nemiscau,Canada,YNS
4275,Hopedale Airport,Hopedale,Canada,YHO
4276,Chevery Airport,Chevery,Canada,YHR
4277,Ivujivik Airport,Ivujivik,Canada,YIK
4278,Island Lake Airport,Island Lake,Canada,YIV
4279,Akulivik Airport,Akulivik,Canada,AKV
4280,Waskaganish Airport,Waskaganish,Canada,YKQ
4281,Aupaluk Airport,Aupaluk,Canada,YPJ
4282,Kimmirut Airport,Kimmirut,Canada,YLC
4283,Lansdowne House Airport,Lansdowne House,Canada,YLH
4285,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,XGR
4286,Mary's Harbour Airport,Mary's Harbour,Canada,YMH
4287,Chapais Airport,Chibougamau,Canada,YMT
4288,Umiujaq Airport,Umiujaq,Canada,YUD
4289,Wemindji Airport,Wemindji,Canada,YNC
4290,Norway House Airport,Norway House,Canada,YNE
4291,Points North Landing Airport,Points North Landing,Canada,YNL
4292,Oxford House Airport,Oxford House,Canada,YOH
4293,Inukjuak Airport,Inukjuak,Canada,YPH
4294,Pikangikum Airport,Pikangikum,Canada,YPM
4295,Peawanuck Airport,Peawanuck,Canada,YPO
4296,Powell River Airport,Powell River,Canada,YPW
4297,The Pas Airport,The Pas,Canada,YQD
4298,Nakina Airport,Nakina,Canada,YQN
4299,Rae Lakes Airport,Gamètì,Canada,YRA
4300,Red Lake Airport,Red Lake,Canada,YRL
4301,Stony Rapids Airport,Stony Rapids,Canada,YSF
4302,Sanikiluaq Airport,Sanikiluaq,Canada,YSK
4303,St. Theresa Point Airport,St. Theresa Point,Canada,YST
4304,Big Trout Lake Airport,Big Trout Lake,Canada,YTL
4305,Deer Lake Airport,Deer Lake,Canada,YVZ
4306,Webequie Airport,Webequie,Canada,YWP
4307,Whale Cove Airport,Whale Cove,Canada,YXN
4308,Salluit Airport,Salluit,Canada,YZG
4309,York Landing Airport,York Landing,Canada,ZAC
4310,Ilford Airport,Ilford,Canada,ILF
4311,Bathurst Airport,Bathurst,Canada,ZBF
4312,Eastmain River Airport,Eastmain River,Canada,ZEM
4313,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,ZFD
4314,Gods River Airport,Gods River,Canada,ZGI
4315,Swan River Airport,Swan River,Canada,ZJN
4316,Kashechewan Airport,Kashechewan,Canada,ZKE
4317,Muskrat Dam Airport,Muskrat Dam,Canada,MSA
4318,Masset Airport,Masset,Canada,ZMT
4319,Sachigo Lake Airport,Sachigo Lake,Canada,ZPB
4320,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ
4321,Sandy Lake Airport,Sandy Lake,Canada,ZSJ
4322,Shamattawa Airport,Shamattawa,Canada,ZTM
4323,Churchill Falls Airport,Churchill Falls,Canada,ZUM
4324,Wollaston Lake Airport,Wollaston Lake,Canada,ZWL
4325,Batna Airport,Batna,Algeria,BLJ
4326,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH
4327,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW
4328,Guemar Airport,Guemar,Algeria,ELU
4329,Kumasi Airport,Kumasi,Ghana,KMS
4330,Heringsdorf Airport,Heringsdorf,Germany,HDF
4331,Heide-Büsum Airport,Büsum,Germany,HEI
4332,Helgoland-Düne Airport,Helgoland,Germany,HGL
4333,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY
4334,Nottingham Airport,Nottingham,United Kingdom,NQT
4335,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA
4336,Campbeltown Airport,Campbeltown,United Kingdom,CAL
4337,Eday Airport,Eday,United Kingdom,EOI
4338,Fair Isle Airport,Fair Isle,United Kingdom,FIE
4339,North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL
4340,Papa Westray Airport,Papa Westray,United Kingdom,PPW
4341,Stronsay Airport,Stronsay,United Kingdom,SOY
4342,Sanday Airport,Sanday,United Kingdom,NDY
4343,Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK
4344,Westray Airport,Westray,United Kingdom,WRY
4345,Land's End Airport,Land's End,United Kingdom,LEQ
4346,Penzance Heliport,Penzance,United Kingdom,PZE
4347,Anglesey Airport,Angelsey,United Kingdom,VLY
4348,Barra Airport,Barra,United Kingdom,BRR
4349,Donegal Airport,Dongloe,Ireland,CFN
4351,Sindal Airport,Sindal,Denmark,CNL
4352,Leknes Airport,Leknes,Norway,LKN
4353,Namsos Høknesøra Airport,Namsos,Norway,OSY
4354,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,MQN
4355,"Rørvik Airport, Ryum",Rørvik,Norway,RVK
4356,Røst Airport,Røst,Norway,RET
4357,Sandane Airport (Anda),Sandane,Norway,SDN
4358,Sogndal Airport,Sogndal,Norway,SOG
4359,Svolvær Helle Airport,Svolvær,Norway,SVJ
4360,Sørkjosen Airport,Sorkjosen,Norway,SOJ
4361,"Vardø Airport, Svartnes",Vardø,Norway,VAW
4362,Værøy Heliport,Værøy,Norway,VRY
4363,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG
4364,Łódź Władysław Reymont Airport,Lodz,Poland,LCJ
4365,Åre Östersund Airport,Östersund,Sweden,OSD
4366,Hagfors Airport,Hagfors,Sweden,HFS
4367,Karlstad Airport,Karlstad,Sweden,KSD
4368,Torsby Airport,Torsby,Sweden,TYF
4369,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH
4370,Storuman Airport,Mohed,Sweden,SQO
4371,Hemavan Airport,Hemavan,Sweden,HMV
4372,Shilavo Airport,Shilavo,Ethiopia,HIL
4373,Shire Inda Selassie Airport,Shire Indasilase,Ethiopia,SHC
4374,Ventspils International Airport,Ventspils,Latvia,VNT
4375,Rand Airport,Johannesburg,South Africa,QRA
4376,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,MQP
4377,Malamala Airport,Malamala,South Africa,AAM
4378,Mmabatho International Airport,Mafeking,South Africa,MBD
4379,Ghanzi Airport,Ghanzi,Botswana,GNZ
4380,Orapa Airport,Orapa,Botswana,ORP
4381,Shakawe Airport,Shakawe,Botswana,SWX
4382,Limpopo Valley Airport,Tuli Lodge,Botswana,TLD
4383,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),DIS
4384,Chipata Airport,Chipata,Zambia,CIP
4386,Iconi Airport,Moroni,Comoros,YVA
4387,Antsalova Airport,Antsalova,Madagascar,WAQ
4388,Ankavandra Airport,Ankavandra,Madagascar,JVA
4389,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD
4390,Maintirano Airport,Maintirano,Madagascar,MXT
4391,Morafenobe Airport,Morafenobe,Madagascar,TVA
4392,Tambohorano Airport,Tambohorano,Madagascar,WTA
4393,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS
4394,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM
4395,Port Bergé Airport,Port Bergé,Madagascar,WPB
4397,Soalala Airport,Soalala,Madagascar,DWB
4398,Mampikony Airport,Mampikony,Madagascar,WMP
4400,Mandritsara Airport,Mandritsara,Madagascar,WMA
4401,Manja Airport,Manja,Madagascar,MJA
4402,Catumbela Airport,Catumbela,Angola,CBT
4403,Dundo Airport,Dundo,Angola,DUE
4404,Ngjiva Pereira Airport,Ondjiva,Angola,VPE
4405,Namibe Airport,Mocamedes,Angola,MSZ
4406,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU
4407,Mouilla Ville Airport,Mouila,Gabon,MJL
4408,Tchibanga Airport,Tchibanga,Gabon,TCH
4409,Chimoio Airport,Chimoio,Mozambique,VPY
4410,Croisette Heliport,Cannes,France,JCA
4411,Sarh Airport,Sarh,Chad,SRH
4412,Club Makokola Airport,Club Makokola,Malawi,CMK
4413,Luderitz Airport,Luderitz,Namibia,LUD
4414,Ondangwa Airport,Ondangwa,Namibia,OND
4415,Oranjemund Airport,Oranjemund,Namibia,OMD
4416,Swakopmund Airport,Swakopmund,Namibia,SWP
4417,Eros Airport,Windhoek,Namibia,ERS
4418,Boma Airport,Boma,Congo (Kinshasa),BOA
4419,Tshimpi Airport,Matadi,Congo (Kinshasa),MAT
4420,Inongo Airport,Inongo,Congo (Kinshasa),INO
4421,Nioki Airport,Nioki,Congo (Kinshasa),NIO
4422,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ
4423,Basankusu Airport,Basankusu,Congo (Kinshasa),BSU
4424,Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH
4425,Lodja Airport,Lodja,Congo (Kinshasa),LJA
4426,Ilebo Airport,Ilebo,Congo (Kinshasa),PFR
4427,Gamba,Gamba,Gabon,GAX
4428,Foula Airport,Foula,United Kingdom,FOA
4429,Outer Skerries Airport,Outer Skerries,United Kingdom,OUK
4430,Papa Stour Airport,Papa Stour,United Kingdom,PSV
4431,La Gomera Airport,La Gomera,Spain,GMZ
4432,Lauriston Airport,Carriacou Island,Grenada,CRU
4433,Ceuta Heliport,Ceuta,Spain,JCU
4434,Sherbro International Airport,Bonthe,Sierra Leone,BTE
4435,Bo Airport,Bo,Sierra Leone,KBS
4436,Kenema Airport,Kenema,Sierra Leone,KEN
4437,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB
4438,Groennedal Heliport,Groennedal,Greenland,JGR
4439,Akunnaaq Heliport,Akunnaaq,Greenland,QCU
4440,Iginniarfik Heliport,Iginniarfik,Greenland,QFI
4441,Smara Airport,Smara,Western Sahara,SMW
4442,Dakhla Airport,Dakhla,Western Sahara,VIL
4443,Mogador Airport,Essadouira,Morocco,ESU
4444,Hassan I Airport,El Aaiún,Western Sahara,EUN
4445,Nador International Airport,El Aroui,Morocco,NDR
4446,Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI
4447,São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL
4448,Baco Airport,Baco,Ethiopia,BCO
4449,Beica Airport,Beica,Ethiopia,BEI
4450,Combolcha Airport,Dessie,Ethiopia,DSE
4451,Dembidollo Airport,Dembidollo,Ethiopia,DEM
4452,Gode Airport,Gode,Ethiopia,GDE
4453,Gore Airport,Gore,Ethiopia,GOR
4454,Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK
4455,Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF
4456,Tippi Airport,Tippi,Ethiopia,TIE
4457,Alula Airport,Alula,Somalia,ALU
4458,Bosaso Airport,Bosaso,Somalia,BSA
4459,Aden Adde International Airport,Mogadishu,Somalia,MGQ
4460,Galcaio Airport,Galcaio,Somalia,GLK
4461,Burao Airport,Burao,Somalia,BUO
4462,El Arish International Airport,El Arish,Egypt,AAC
4463,Assiut International Airport,Asyut,Egypt,ATZ
4464,Amboseli Airport,Amboseli National Park,Kenya,ASV
4465,Lokichoggio Airport,Lokichoggio,Kenya,LKG
4466,Malindi Airport,Malindi,Kenya,MYD
4467,Nanyuki Airport,Nanyuki,Kenya,NYK
4468,Gardabya Airport,Sirt,Libya,SRX
4469,Gamal Abdel Nasser Airport,Tobruk,Libya,TOB
4470,Mitiga Airport,Tripoli,Libya,MJI
4471,La Abraq Airport,Al Bayda',Libya,LAQ
4472,Atbara Airport,Atbara,Sudan,ATB
4473,Nyala Airport,Nyala,Sudan,UYL
4474,Port Sudan New International Airport,Port Sudan,Sudan,PZU
4475,Bukoba Airport,Bukoba,Tanzania,BKZ
4476,Kigoma Airport,Kigoma,Tanzania,TKQ
4477,Lindi Airport,Lindi,Tanzania,LDI
4478,Musoma Airport,Musoma,Tanzania,MUZ
4479,Shinyanga Airport,Shinyanga,Tanzania,SHY
4480,Tabora Airport,Tabora,Tanzania,TBO
4481,Arua Airport,Arua,Uganda,RUA
4482,Gulu Airport,Gulu,Uganda,ULU
4483,Diu Airport,Diu,India,DIU
4485,San Domino Island Heliport,Tremiti Islands,Italy,TQR
4486,Aberdeen Regional Airport,Aberdeen,United States,ABR
4487,Southwest Georgia Regional Airport,Albany,United States,ABY
4488,Athens Ben Epps Airport,Athens,United States,AHN
4489,Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM
4490,Waterloo Regional Airport,Waterloo,United States,ALO
4491,Walla Walla Regional Airport,Walla Walla,United States,ALW
4492,Alpena County Regional Airport,Alpena,United States,APN
4493,Watertown Regional Airport,Watertown,United States,ATY
4494,Bradford Regional Airport,Bradford,United States,BFD
4495,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF
4496,Raleigh County Memorial Airport,Beckley,United States,BKW
4497,Brunswick Golden Isles Airport,Brunswick,United States,BQK
